,Stato fondo stradale,Tipo di strada,Condizioni traffico,Data incidente,Stagione
1718,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1719,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1720,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1721,Asciutto,Strada Urbana,Intenso,2023-07-15,Estate
1722,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1723,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1724,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1725,Asciutto,Strada Urbana,Normale,2023-07-15,Estate
1726,Asciutto,Strada Urbana,Normale,2023-07-16,Estate
1727,Asciutto,Strada Urbana,Scarso,2023-07-16,Estate
1728,Asciutto,Strada Urbana,Scarso,2023-07-16,Estate
1729,Asciutto,Strada Urbana,Scarso,2023-07-16,Estate
1730,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1731,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1732,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1733,Asciutto,Strada Urbana,Scarso,2023-07-17,Estate
1734,Asciutto,Strada Urbana,Intenso,2023-07-17,Estate
1735,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1736,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1737,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1738,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1739,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1740,Asciutto,Strada Urbana,Normale,2023-07-17,Estate
1741,Asciutto,Strada Urbana,Intenso,2023-07-17,Estate
1742,Asciutto,Strada Urbana,Scarso,2023-07-18,Estate
1743,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1744,Asciutto,Strada Urbana,Intenso,2023-07-18,Estate
1745,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1746,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1747,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1748,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1749,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1750,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1751,Asciutto,Strada Urbana,Normale,2023-07-18,Estate
1752,Asciutto,Strada Urbana,Normale,2023-07-19,Estate
1753,Asciutto,Strada Urbana,Intenso,2023-07-19,Estate
1754,Asciutto,Strada extraurbana,Normale,2023-07-19,Estate
1755,Asciutto,Strada Urbana,Intenso,2023-07-19,Estate
1756,Asciutto,Strada Urbana,Normale,2023-07-19,Estate
1757,Asciutto,Strada Urbana,Normale,2023-07-19,Estate
1758,Asciutto,Strada Urbana,Normale,2023-07-19,Estate
1759,Asciutto,Strada Urbana,Normale,2023-07-19,Estate
1760,Asciutto,Strada Urbana,Scarso,2023-07-20,Estate
1761,Asciutto,Strada Urbana,Normale,2023-07-20,Estate
1762,Asciutto,Strada Urbana,Scarso,2023-07-20,Estate
1763,Asciutto,Strada Urbana,Scarso,2023-07-20,Estate
1764,Asciutto,Strada extraurbana,Intenso,2023-07-20,Estate
1765,Asciutto,Strada Urbana,Scarso,2023-07-20,Estate
1766,Asciutto,Strada Urbana,Normale,2023-07-20,Estate
1767,Asciutto,Strada Urbana,Normale,2023-07-20,Estate
1768,Asciutto,Strada Urbana,Normale,2023-07-20,Estate
1769,Asciutto,Strada Urbana,Normale,2023-07-20,Estate
1770,Asciutto,Strada Urbana,Intenso,2023-07-20,Estate
1771,Asciutto,Strada Urbana,Scarso,2023-07-21,Estate
1772,Asciutto,Strada Urbana,Normale,2023-07-21,Estate
1773,Asciutto,Strada Urbana,Scarso,2023-07-21,Estate
1774,Asciutto,Strada Urbana,Scarso,2023-07-21,Estate
1775,Asciutto,Strada Urbana,Scarso,2023-07-21,Estate
1776,Asciutto,Strada extraurbana,Normale,2023-07-21,Estate
1777,Asciutto,Strada Urbana,Normale,2023-07-21,Estate
1778,Asciutto,Strada Urbana,Normale,2023-07-21,Estate
1779,Asciutto,Strada Urbana,Normale,2023-07-21,Estate
1780,Asciutto,Strada Urbana,Scarso,2023-07-22,Estate
1781,Asciutto,Strada extraurbana,Intenso,2023-07-22,Estate
1782,Asciutto,Strada Urbana,Normale,2023-07-22,Estate
1783,Asciutto,Strada Urbana,Scarso,2023-07-22,Estate
1784,Asciutto,Strada Urbana,Normale,2023-07-22,Estate
1785,Asciutto,Strada Urbana,Normale,2023-07-22,Estate
1786,Asciutto,Strada extraurbana,Normale,2023-07-22,Estate
1787,Asciutto,Strada Urbana,Normale,2023-07-22,Estate
1788,Asciutto,Strada Urbana,Scarso,2023-07-22,Estate
1789,Asciutto,Strada Urbana,Normale,2023-07-23,Estate
1790,Asciutto,Strada Urbana,Scarso,2023-07-23,Estate
1791,Asciutto,Strada Urbana,Scarso,2023-07-23,Estate
1792,Asciutto,Strada Urbana,Scarso,2023-07-23,Estate
1793,Asciutto,Strada Urbana,Normale,2023-07-23,Estate
1794,Asciutto,Strada Urbana,Normale,2023-07-23,Estate
1795,Asciutto,Strada Urbana,Normale,2023-07-23,Estate
1796,Asciutto,Strada Urbana,Normale,2023-07-23,Estate
1797,Asciutto,Strada Urbana,Scarso,2023-07-24,Estate
1798,Asciutto,Strada Urbana,Scarso,2023-07-24,Estate
1799,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1800,Asciutto,Strada extraurbana,Normale,2023-07-24,Estate
1801,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1802,Asciutto,Strada Urbana,Scarso,2023-07-24,Estate
1803,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1804,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1805,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1806,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1807,Asciutto,Strada Urbana,Intenso,2023-07-24,Estate
1808,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1809,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1810,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1811,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1812,Asciutto,Strada Urbana,Normale,2023-07-24,Estate
1813,Asciutto,Strada Urbana,Scarso,2023-07-24,Estate
1814,Asciutto,Strada Urbana,Scarso,2023-07-25,Estate
1815,Asciutto,Strada Urbana,Intenso,2023-07-25,Estate
1816,Asciutto,Strada Urbana,Normale,2023-07-25,Estate
1817,Asciutto,Strada Urbana,Intenso,2023-07-25,Estate
1818,Asciutto,Strada Urbana,Normale,2023-07-25,Estate
1819,Asciutto,Strada Urbana,Normale,2023-07-25,Estate
1820,Asciutto,Strada Urbana,Normale,2023-07-25,Estate
1821,Asciutto,Strada Urbana,Normale,2023-07-25,Estate
1822,Asciutto,Strada Urbana,Scarso,2023-07-26,Estate
1823,Asciutto,Strada Urbana,Scarso,2023-07-26,Estate
1824,Asciutto,Strada Urbana,Normale,2023-07-26,Estate
1825,Asciutto,Strada Urbana,Normale,2023-07-26,Estate
1826,Asciutto,Strada Urbana,Scarso,2023-07-26,Estate
1827,Asciutto,Strada Urbana,Normale,2023-07-26,Estate
1828,Asciutto,Strada extraurbana,Normale,2023-07-26,Estate
1829,Asciutto,Strada extraurbana,Intenso,2023-07-26,Estate
1830,Asciutto,Strada extraurbana,Intenso,2023-07-26,Estate
1831,Asciutto,Strada Urbana,Intenso,2023-07-26,Estate
1832,Asciutto,Strada Urbana,Normale,2023-07-26,Estate
1833,Asciutto,Strada Urbana,Normale,2023-07-26,Estate
1834,Bagnato,Strada Urbana,Normale,2023-07-27,Estate
1835,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1836,Asciutto,Strada Urbana,Scarso,2023-07-27,Estate
1837,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1838,Asciutto,Strada extraurbana,Normale,2023-07-27,Estate
1839,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1840,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1841,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1842,Asciutto,Strada Urbana,Scarso,2023-07-27,Estate
1843,Asciutto,Strada Urbana,Normale,2023-07-27,Estate
1844,Asciutto,Strada Urbana,Scarso,2023-07-28,Estate
1845,Asciutto,Strada Urbana,Normale,2023-07-28,Estate
1846,Asciutto,Strada Urbana,Normale,2023-07-28,Estate
1847,Asciutto,Strada Urbana,Normale,2023-07-28,Estate
1848,Asciutto,Strada Urbana,Normale,2023-07-28,Estate
1849,Asciutto,Strada Urbana,Normale,2023-07-28,Estate
1850,Asciutto,Strada Urbana,Intenso,2023-07-28,Estate
1851,Asciutto,Strada Urbana,Scarso,2023-07-28,Estate
1852,Asciutto,Strada Urbana,Scarso,2023-07-28,Estate
1853,Asciutto,Strada Urbana,Scarso,2023-07-29,Estate
1854,Asciutto,Strada Urbana,Normale,2023-07-29,Estate
1855,Asciutto,Strada extraurbana,Scarso,2023-07-29,Estate
1856,Asciutto,Strada Urbana,Normale,2023-07-29,Estate
1857,Asciutto,Strada Urbana,Scarso,2023-07-29,Estate
1858,Asciutto,Strada Urbana,Normale,2023-07-29,Estate
1859,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1860,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1861,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1862,Asciutto,Strada Urbana,Normale,2023-07-30,Estate
1863,Asciutto,Strada Urbana,Normale,2023-07-30,Estate
1864,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1865,Asciutto,Strada Urbana,Normale,2023-07-30,Estate
1866,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1867,Asciutto,Strada Urbana,Scarso,2023-07-30,Estate
1868,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1869,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1870,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1871,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1872,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1873,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1874,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1875,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1876,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1877,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1878,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1879,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1880,Asciutto,Strada Urbana,Scarso,2023-07-31,Estate
1881,Asciutto,Strada Urbana,Normale,2023-07-31,Estate
1882,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1883,Asciutto,Strada Urbana,Intenso,2023-08-01,Estate
1884,Asciutto,Strada extraurbana,Normale,2023-08-01,Estate
1885,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1886,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1887,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1888,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1889,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1890,Asciutto,Strada Urbana,Scarso,2023-08-01,Estate
1891,Asciutto,Strada extraurbana,Intenso,2023-08-01,Estate
1892,Asciutto,Strada Urbana,Normale,2023-08-01,Estate
1893,Asciutto,Strada Urbana,Scarso,2023-08-02,Estate
1894,Asciutto,Strada Urbana,Scarso,2023-08-02,Estate
1895,Asciutto,Strada Urbana,Scarso,2023-08-02,Estate
1896,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1897,Asciutto,Strada Urbana,Intenso,2023-08-02,Estate
1898,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1899,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1900,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1901,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1902,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1903,Asciutto,Strada Urbana,Normale,2023-08-02,Estate
1904,Asciutto,Strada Urbana,Scarso,2023-08-02,Estate
1905,Asciutto,Strada Urbana,Scarso,2023-08-02,Estate
1906,Asciutto,Strada Urbana,Scarso,2023-08-03,Estate
1907,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1908,Asciutto,Strada Urbana,Scarso,2023-08-03,Estate
1909,Bagnato,Strada Urbana,Intenso,2023-08-03,Estate
1910,Asciutto,Strada Urbana,Intenso,2023-08-03,Estate
1911,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1912,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1913,Asciutto,Strada extraurbana,Scarso,2023-08-03,Estate
1914,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1915,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1916,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1917,Asciutto,Strada Urbana,Normale,2023-08-03,Estate
1918,Asciutto,Strada Urbana,Scarso,2023-08-03,Estate
1919,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1920,Asciutto,Strada extraurbana,Intenso,2023-08-04,Estate
1921,Asciutto,Strada extraurbana,Intenso,2023-08-04,Estate
1922,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1923,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1924,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1925,Asciutto,Strada Urbana,Intenso,2023-08-04,Estate
1926,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1927,Asciutto,Strada extraurbana,Normale,2023-08-04,Estate
1928,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1929,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1930,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1931,Asciutto,Strada Urbana,Normale,2023-08-04,Estate
1932,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1933,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1934,Asciutto,Strada Urbana,Scarso,2023-08-04,Estate
1935,Bagnato,Strada Urbana,Scarso,2023-08-05,Estate
1936,Asciutto,Strada Urbana,Normale,2023-08-05,Estate
1937,Asciutto,Strada Urbana,Normale,2023-08-05,Estate
1938,Asciutto,Strada extraurbana,Normale,2023-08-05,Estate
1939,Asciutto,Strada Urbana,Normale,2023-08-05,Estate
1940,Asciutto,Strada Urbana,Scarso,2023-08-05,Estate
1941,Bagnato,Strada Urbana,Scarso,2023-08-05,Estate
1942,Asciutto,Strada Urbana,Normale,2023-08-05,Estate
1943,Asciutto,Strada Urbana,Scarso,2023-08-06,Estate
1944,Asciutto,Strada Urbana,Normale,2023-08-06,Estate
1945,Asciutto,Strada extraurbana,Intenso,2023-08-06,Estate
1946,Asciutto,Strada Urbana,Normale,2023-08-06,Estate
1947,Asciutto,Strada Urbana,Scarso,2023-08-06,Estate
1948,Asciutto,Strada Urbana,Scarso,2023-08-06,Estate
1949,Asciutto,Strada Urbana,Scarso,2023-08-06,Estate
1950,Asciutto,Strada Urbana,Normale,2023-08-06,Estate
1951,Asciutto,Strada Urbana,Normale,2023-08-07,Estate
1952,Asciutto,Strada Urbana,Normale,2023-08-07,Estate
1953,Asciutto,Strada Urbana,Normale,2023-08-07,Estate
1954,Asciutto,Strada Urbana,Normale,2023-08-07,Estate
1955,Asciutto,Strada Urbana,Scarso,2023-08-07,Estate
1956,Asciutto,Strada Urbana,Scarso,2023-08-08,Estate
1957,Asciutto,Strada Urbana,Scarso,2023-08-08,Estate
1958,Asciutto,Strada Urbana,Scarso,2023-08-08,Estate
1959,Asciutto,Strada Urbana,Intenso,2023-08-08,Estate
1960,Asciutto,Strada Urbana,Normale,2023-08-08,Estate
1961,Asciutto,Strada Urbana,Normale,2023-08-08,Estate
1962,Asciutto,Strada Urbana,Normale,2023-08-08,Estate
1963,Asciutto,Strada Urbana,Scarso,2023-08-09,Estate
1964,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1965,Asciutto,Strada Urbana,Scarso,2023-08-09,Estate
1966,Asciutto,Strada extraurbana,Scarso,2023-08-09,Estate
1967,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1968,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1969,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1970,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1971,Asciutto,Strada Urbana,Scarso,2023-08-09,Estate
1972,Asciutto,Strada Urbana,Normale,2023-08-09,Estate
1973,Asciutto,Strada Urbana,Scarso,2023-08-09,Estate
1974,Asciutto,Strada Urbana,Scarso,2023-08-10,Estate
1975,Asciutto,Strada Urbana,Scarso,2023-08-10,Estate
1976,Asciutto,Strada Urbana,Scarso,2023-08-10,Estate
1977,Asciutto,Strada Urbana,Normale,2023-08-10,Estate
1978,Asciutto,Strada Urbana,Scarso,2023-08-10,Estate
1979,Asciutto,Strada Urbana,Normale,2023-08-10,Estate
1980,Asciutto,Strada Urbana,Normale,2023-08-10,Estate
1981,Asciutto,Strada Urbana,Intenso,2023-08-10,Estate
1982,Asciutto,Strada Urbana,Scarso,2023-08-11,Estate
1983,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1984,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1985,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1986,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1987,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1988,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1989,Asciutto,Strada Urbana,Scarso,2023-08-11,Estate
1990,Asciutto,Strada Urbana,Scarso,2023-08-11,Estate
1991,Asciutto,Strada Urbana,Normale,2023-08-11,Estate
1992,Asciutto,Strada Urbana,Normale,2023-08-12,Estate
1993,Asciutto,Strada Urbana,Scarso,2023-08-12,Estate
1994,Asciutto,Strada extraurbana,Scarso,2023-08-12,Estate
1995,Asciutto,Strada Urbana,Normale,2023-08-12,Estate
1996,Asciutto,Strada Urbana,Normale,2023-08-12,Estate
1997,Asciutto,Strada Urbana,Intenso,2023-08-12,Estate
1998,Asciutto,Strada Urbana,Scarso,2023-08-13,Estate
1999,Asciutto,Strada Urbana,Normale,2023-08-13,Estate
2000,Asciutto,Strada Urbana,Normale,2023-08-13,Estate
2001,Asciutto,Strada Urbana,Scarso,2023-08-13,Estate
2002,Asciutto,Strada Urbana,Scarso,2023-08-13,Estate
2003,Asciutto,Strada extraurbana,Scarso,2023-08-13,Estate
2004,Asciutto,Strada Urbana,Scarso,2023-08-13,Estate
2005,Asciutto,Strada Urbana,Scarso,2023-08-14,Estate
2006,Asciutto,Strada Urbana,Scarso,2023-08-14,Estate
2007,Asciutto,Strada Urbana,Scarso,2023-08-14,Estate
2008,Asciutto,Strada Urbana,Normale,2023-08-14,Estate
2009,Asciutto,Strada Urbana,Scarso,2023-08-15,Estate
2010,Asciutto,Strada Urbana,Scarso,2023-08-15,Estate
2011,Asciutto,Strada Urbana,Normale,2023-08-15,Estate
2012,Asciutto,Strada Urbana,Scarso,2023-08-15,Estate
2013,Asciutto,Strada Urbana,Scarso,2023-08-15,Estate
2014,Asciutto,Strada extraurbana,Normale,2023-08-15,Estate
2015,Asciutto,Strada Urbana,Normale,2023-08-15,Estate
2016,Asciutto,Strada Urbana,Scarso,2023-08-15,Estate
2017,Asciutto,Strada Urbana,Scarso,2023-08-16,Estate
2018,Asciutto,Strada Urbana,Scarso,2023-08-16,Estate
2019,Asciutto,Strada Urbana,Scarso,2023-08-16,Estate
2020,Asciutto,Strada Urbana,Normale,2023-08-16,Estate
2021,Asciutto,Strada Urbana,Normale,2023-08-16,Estate
2022,Asciutto,Strada Urbana,Normale,2023-08-16,Estate
2023,Asciutto,Strada Urbana,Normale,2023-08-16,Estate
2024,Asciutto,Strada Urbana,Normale,2023-08-17,Estate
2025,Asciutto,Strada Urbana,Normale,2023-08-17,Estate
2026,Asciutto,Strada Urbana,Scarso,2023-08-17,Estate
2027,Asciutto,Strada extraurbana,Intenso,2023-08-17,Estate
2028,Asciutto,Strada Urbana,Normale,2023-08-17,Estate
2029,Asciutto,Strada Urbana,Scarso,2023-08-18,Estate
2030,Asciutto,Strada Urbana,Scarso,2023-08-18,Estate
2031,Asciutto,Strada Urbana,Normale,2023-08-18,Estate
2032,Asciutto,Strada Urbana,Normale,2023-08-18,Estate
2033,Asciutto,Strada extraurbana,Intenso,2023-08-18,Estate
2034,Asciutto,Strada Urbana,Scarso,2023-08-18,Estate
2035,Asciutto,Strada Urbana,Scarso,2023-08-18,Estate
2036,Asciutto,Strada Urbana,Normale,2023-08-18,Estate
2037,Asciutto,Strada Urbana,Normale,2023-08-18,Estate
2038,Asciutto,Strada Urbana,Scarso,2023-08-18,Estate
2039,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2040,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2041,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2042,Asciutto,Strada Urbana,Scarso,2023-08-19,Estate
2043,Asciutto,Strada Urbana,Scarso,2023-08-19,Estate
2044,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2045,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2046,Asciutto,Strada Urbana,Scarso,2023-08-19,Estate
2047,Asciutto,Strada Urbana,Normale,2023-08-19,Estate
2048,Asciutto,Strada Urbana,Scarso,2023-08-20,Estate
2049,Asciutto,Strada Urbana,Scarso,2023-08-20,Estate
2050,Asciutto,Strada Urbana,Scarso,2023-08-20,Estate
2051,Asciutto,Strada extraurbana,Normale,2023-08-20,Estate
2052,Asciutto,Strada Urbana,Scarso,2023-08-20,Estate
2053,Asciutto,Strada Urbana,Normale,2023-08-20,Estate
2054,Asciutto,Strada Urbana,Scarso,2023-08-20,Estate
2055,Asciutto,Strada Urbana,Intenso,2023-08-20,Estate
2056,Asciutto,Strada Urbana,Normale,2023-08-20,Estate
2057,Asciutto,Strada Urbana,Normale,2023-08-21,Estate
2058,Asciutto,Strada Urbana,Normale,2023-08-21,Estate
2059,Asciutto,Strada Urbana,Scarso,2023-08-21,Estate
2060,Asciutto,Strada Urbana,Normale,2023-08-21,Estate
2061,Asciutto,Strada extraurbana,Normale,2023-08-21,Estate
2062,Asciutto,Strada Urbana,Normale,2023-08-21,Estate
2063,Asciutto,Strada Urbana,Scarso,2023-08-21,Estate
2064,Asciutto,Strada Urbana,Normale,2023-08-21,Estate
2065,Asciutto,Strada Urbana,Scarso,2023-08-22,Estate
2066,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2067,Asciutto,Strada Urbana,Intenso,2023-08-22,Estate
2068,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2069,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2070,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2071,Asciutto,Strada Urbana,Scarso,2023-08-22,Estate
2072,Asciutto,Strada Urbana,Scarso,2023-08-22,Estate
2073,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2074,Asciutto,Strada Urbana,Normale,2023-08-22,Estate
2075,Asciutto,Strada Urbana,Scarso,2023-08-23,Estate
2076,Asciutto,Strada Urbana,Scarso,2023-08-23,Estate
2077,Asciutto,Strada Urbana,Scarso,2023-08-23,Estate
2078,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2079,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2080,Asciutto,Strada extraurbana,Normale,2023-08-23,Estate
2081,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2082,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2083,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2084,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2085,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2086,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2087,Asciutto,Strada Urbana,Scarso,2023-08-23,Estate
2088,Asciutto,Strada extraurbana,Intenso,2023-08-23,Estate
2089,Asciutto,Strada Urbana,Normale,2023-08-23,Estate
2090,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2091,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2092,Asciutto,Strada Urbana,Intenso,2023-08-24,Estate
2093,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2094,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2095,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2096,Asciutto,Strada extraurbana,Normale,2023-08-24,Estate
2097,Asciutto,Strada Urbana,Scarso,2023-08-24,Estate
2098,Asciutto,Strada Urbana,Normale,2023-08-24,Estate
2099,Asciutto,Strada Urbana,Intenso,2023-08-24,Estate
2100,Asciutto,Strada Urbana,Scarso,2023-08-24,Estate
2101,Asciutto,Strada Urbana,Normale,2023-08-25,Estate
2102,Asciutto,Strada Urbana,Normale,2023-08-25,Estate
2103,Asciutto,Strada Urbana,Normale,2023-08-25,Estate
2104,Asciutto,Strada Urbana,Normale,2023-08-25,Estate
2105,Asciutto,Strada Urbana,Intenso,2023-08-25,Estate
2106,Asciutto,Strada Urbana,Normale,2023-08-25,Estate
2107,Asciutto,Strada Urbana,Scarso,2023-08-25,Estate
2108,Asciutto,Strada Urbana,Scarso,2023-08-25,Estate
2109,Asciutto,Strada Urbana,Scarso,2023-08-26,Estate
2110,Asciutto,Strada Urbana,Scarso,2023-08-26,Estate
2111,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2112,Asciutto,Strada extraurbana,Intenso,2023-08-26,Estate
2113,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2114,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2115,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2116,Asciutto,Strada Urbana,Scarso,2023-08-26,Estate
2117,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2118,Asciutto,Strada extraurbana,Intenso,2023-08-26,Estate
2119,Asciutto,Strada Urbana,Normale,2023-08-26,Estate
2120,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2121,Asciutto,Strada Urbana,Scarso,2023-08-27,Estate
2122,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2123,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2124,Asciutto,Strada Urbana,Scarso,2023-08-27,Estate
2125,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2126,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2127,Asciutto,Strada Urbana,Normale,2023-08-27,Estate
2128,Asciutto,Strada Urbana,Intenso,2023-08-27,Estate
2129,Asciutto,Strada Urbana,Scarso,2023-08-28,Estate
2130,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2131,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2132,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2133,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2134,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2135,Asciutto,Strada Urbana,Normale,2023-08-28,Estate
2136,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2137,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2138,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2139,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2140,Asciutto,Strada Urbana,Scarso,2023-08-29,Estate
2141,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2142,Asciutto,Strada Urbana,Intenso,2023-08-29,Estate
2143,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2144,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
2145,Asciutto,Strada Urbana,Scarso,2023-08-29,Estate
2146,Asciutto,Strada Urbana,Normale,2023-08-29,Estate
