Data incidente;lat;lon;Centro abitato;Tipo di strada;Caratteristiche della strada;Stato fondo stradale;Tipo pavimentazione;Condizioni meteo;Condizioni traffico;Danni a cose;Incidente con lesioni;Pattuglia inviata ore;Pattuglia sul posto ore
03/05/2022;41.10363;16.85383;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:15:00;20:27:00
03/05/2022;41.10729;16.89497;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;21:14:00;21:23:00
04/05/2022;41.12702;16.78188;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;08:15:00;08:25:00
04/05/2022;41.08966206;16.86560636;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;08:30:00;09:00:00
04/05/2022;41.15214;16.75273;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:20:00;08:30:00
04/05/2022;41.07432;16.90314;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:10:00;09:25:00
04/05/2022;41.04955;16.8647;No;Provinciale;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;15:50:00;16:00:00
04/05/2022;41.13063;16.79854;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;16:15:00;16:20:00
04/05/2022;41.09932;16.86422;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:40:00;16:51:00
04/05/2022;41.13692;16.84276;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:15:00;20:40:00
04/05/2022;41.11996;16.87085;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;22:05:00;22:20:00
05/05/2022;41.16178;16.7524;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:10:00;12:30:00
05/05/2022;41.12353;16.81097;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:25:00;00:40:00
05/05/2022;41.10137;16.87963;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;08:00:00;08:15:00
05/05/2022;41.10934;16.87896;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:10:00;11:20:00
05/05/2022;41.10069299;16.83274616;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;14:35:00;14:50:00
05/05/2022;41.1203713;16.8521417;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:10:00;16:20:00
05/05/2022;41.12898;16.86741;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;19:25:00;19:30:00
05/05/2022;41.1126837;16.8705847;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:30:00;19:45:00
05/05/2022;41.12329;16.86813;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:30:00;20:35:00
05/05/2022;41.13179;16.83674;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;20:50:00;21:00:00
05/05/2022;41.11039;16.86149;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;20:55:00;21:00:00
05/05/2022;41.1040556;16.8685953;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;21:06:00;21:15:00
05/05/2022;41.11029;16.86598;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;22:15:00;22:25:00
06/05/2022;41.0676797;16.8633878;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;09:05:00;09:25:00
06/05/2022;41.10254558;16.88452125;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;10:00:00;10:15:00
06/05/2022;41.10079;16.91466;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;13:15:00;13:35:00
06/05/2022;41.09401;16.85771;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;No;Sì;14:15:00;14:30:00
06/05/2022;41.11909;16.87405;Sì;Strada urbana;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Sereno;Normale;Sì;Sì;14:55:00;15:05:00
06/05/2022;41.1262;16.87165;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;14:35:00;14:40:00
06/05/2022;41.10677078;16.88374454;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;00:00:00;00:00:00
07/05/2022;41.10085362;16.86723671;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;04:05:00;04:15:00
07/05/2022;41.11516;16.87335;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;10:50:00;11:00:00
07/05/2022;41.1059827;16.9005115;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;09:20:00;09:25:00
07/05/2022;41.1269733;16.8628468;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;14:35:00;14:40:00
07/05/2022;41.11884;16.87087;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;17:40:00;17:45:00
07/05/2022;41.11709;16.87034;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;19:15:00;19:30:00
07/05/2022;41.0917234;16.8928984;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:15:00;00:30:00
07/05/2022;41.12914;16.85183;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;00:00:00;00:00:00
08/05/2022;41.12100322;16.86337422;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:31:00;03:40:00
08/05/2022;41.12444;16.85619;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Nuvoloso;Scarso;No;No;13:55:00;14:08:00
08/05/2022;41.11289;16.89316;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;15:30:00;15:45:00
08/05/2022;41.10522;16.84997;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;16:05:00;16:12:00
09/05/2022;41.10598;16.90051;Sì;Strada urbana;Incrocio;Asciutto;Strada pavimentata dissestata;Sereno;Scarso;No;Sì;01:10:00;01:20:00
09/05/2022;41.10663;16.86768;Sì;Strada urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Nuvoloso;Scarso;No;No;03:20:00;03:30:00
09/05/2022;41.11321239;16.86876786;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:30:00;09:40:00
09/05/2022;41.10657;16.82067;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:10:00;12:20:00
09/05/2022;41.11692864;16.88951578;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;13:30:00;13:45:00
09/05/2022;41.12503;16.86148;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
09/05/2022;41.1189645;16.8740692;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;17:40:00;17:55:00
09/05/2022;41.1308591;16.8678386;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:20:00;18:30:00
09/05/2022;41.11212;16.87216;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:40:00;20:47:00
10/05/2022;41.09886734;16.86283422;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:05:00;08:20:00
10/05/2022;41.07122;16.82985;No;Provinciale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:20:00
10/05/2022;41.09536;16.87905;Sì;Strada urbana;Curva a visuale libera;Sdrucciolevole (pietrisco);Asfaltata;Sereno;Normale;No;Sì;11:45:00;12:00:00
10/05/2022;41.10701;16.87175;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:00:00;13:20:00
10/05/2022;41.09231301;16.88346464;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:30:00;13:45:00
10/05/2022;41.10261;16.87362;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:35:00;14:40:00
10/05/2022;41.12012;16.87269;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;No;14:45:00;14:55:00
10/05/2022;41.11714;16.87181;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:15:00;15:25:00
10/05/2022;41.11414;16.85292;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;15:30:00;15:45:00
10/05/2022;41.09369;16.85441;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;15:35:00;15:45:00
10/05/2022;41.116962;16.868685;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;16:05:00;16:10:00
10/05/2022;41.12819;16.78772;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:15:00;16:20:00
10/05/2022;41.14689;16.73667;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:30:00;18:45:00
11/05/2022;41.1026788;16.87354605;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;07:10:00;07:15:00
11/05/2022;41.08597;16.8654;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;07:35:00;07:50:00
11/05/2022;41.10919;16.82439;No;Altra strada;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;08:00:00;08:20:00
11/05/2022;41.10611;16.91608;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;00:00:00;00:00:00
11/05/2022;41.10732;16.86006;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;10:30:00;10:40:00
11/05/2022;41.11749;16.88697;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:00:00;14:20:00
11/05/2022;41.10729409;16.89500202;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:00:00;15:05:00
11/05/2022;41.12464;16.86807;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:45:00;17:10:00
11/05/2022;41.1323;16.86869;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:33:00;16:45:00
11/05/2022;41.1287;16.86372;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:45:00;17:55:00
11/05/2022;41.1614;16.7537;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:25:00;20:40:00
11/05/2022;41.08822;16.86944;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:15:00;22:30:00
11/05/2022;41.1298;16.78885;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:00:00;00:00:00
12/05/2022;41.10328;16.93662;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;12:15:00;12:25:00
12/05/2022;41.1255;16.85964;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:10:00;14:20:00
12/05/2022;41.10489;16.87524;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:00:00;17:20:00
12/05/2022;41.1218;16.85091;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:00:00;18:15:00
12/05/2022;41.12915;16.8666;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:26:00;18:30:00
12/05/2022;41.15307;16.76788;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;18:55:00;19:05:00
12/05/2022;41.10231482;16.90990233;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;21:30:00;21:40:00
13/05/2022;41.09539;16.87906;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;09:10:00;09:17:00
13/05/2022;41.11762;16.88195;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;00:00:00;00:00:00
13/05/2022;41.11829;16.86356;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;10:15:00;10:40:00
13/05/2022;41.10321;16.86482;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:55:00;15:05:00
13/05/2022;41.14786;16.78677;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:45:00;18:00:00
13/05/2022;41.13093;16.83781;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:50:00;18:05:00
13/05/2022;41.13529;16.83411;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:50:00;20:15:00
13/05/2022;41.12725;16.77961;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;No;21:40:00;22:00:00
14/05/2022;41.1208409;16.872566;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;02:45:00;02:50:00
14/05/2022;41.07456794;16.87018161;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:45:00;03:50:00
14/05/2022;41.12719;16.85169;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:48:00;03:50:00
14/05/2022;41.11583987;16.82133275;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;06:15:00;06:30:00
14/05/2022;41.1174;16.84019;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:30:00;08:40:00
14/05/2022;41.14749;16.73505;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;10:32:00;10:38:00
14/05/2022;41.1261;16.80566;No;Comunale extraurbana;Rettilineo;Asciutto;Con buche;Sereno;Normale;No;No;00:00:00;00:00:00
14/05/2022;41.1178;16.85603;Sì;Strada urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;12:15:00;12:30:00
14/05/2022;41.12154;16.86224;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;00:00:00;00:00:00
14/05/2022;41.11337;16.87361;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:35:00;14:45:00
14/05/2022;41.13205;16.83622;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:30:00;15:50:00
14/05/2022;41.09671;16.86763;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;15:40:00;15:45:00
14/05/2022;41.11519;16.86733;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:35:00;18:45:00
14/05/2022;41.11263519;16.87219599;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:10:00;19:20:00
14/05/2022;41.12401;16.87552;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;20:45:00;20:55:00
15/05/2022;41.11638;16.85967;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;01:30:00;01:40:00
15/05/2022;41.12549;16.85649;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:15:00;03:25:00
15/05/2022;41.09871;16.85433;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:50:00;11:00:00
15/05/2022;41.12301187;16.80278071;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:50:00;12:00:00
15/05/2022;41.124044;16.8758264;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:30:00;18:40:00
15/05/2022;41.10598;16.90051;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:45:00;21:52:00
15/05/2022;41.12243;16.86542;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:53:00;23:00:00
16/05/2022;41.06746;16.86276;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:06:00;00:18:00
16/05/2022;41.11335186;16.84675268;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;10:10:00;10:20:00
16/05/2022;41.14605;16.74053;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:35:00;10:45:00
16/05/2022;41.1087;16.82253;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:15:00;12:25:00
16/05/2022;41.11755;16.87794;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:00:00;16:10:00
16/05/2022;41.08986;16.87806;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:25:00;20:30:00
16/05/2022;41.13151;16.83472;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;18:10:00;18:14:00
16/05/2022;41.08229;16.86907;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:30:00;18:45:00
16/05/2022;41.13837;16.81551;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:50:00;19:05:00
16/05/2022;41.1231145;16.79992321;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:40:00;21:50:00
16/05/2022;41.05691;16.86743;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;23:07:00;23:15:00
17/05/2022;41.10738;16.79998;No;Comunale extraurbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;07:35:00;07:45:00
17/05/2022;41.12373;16.86422;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;11:00:00;11:20:00
17/05/2022;41.12818;16.83768;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;No;12:30:00;12:40:00
17/05/2022;41.1171432;16.8718715;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:15:00;14:30:00
17/05/2022;41.10844;16.88727;Sì;Strada urbana;Cavalcavia;Asciutto;Asfaltata;Sereno;Intenso;No;No;13:15:00;13:30:00
17/05/2022;41.10371;16.88294;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:30:00;14:40:00
17/05/2022;41.11536;16.87232;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:20:00;17:30:00
17/05/2022;41.06816;16.88438;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:10:00;19:18:00
17/05/2022;41.12849;16.78228;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;19:30:00;19:50:00
18/05/2022;41.11826826;16.87187518;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;08:05:00;08:30:00
18/05/2022;41.1080326;16.8933756;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;11:15:00;11:20:00
18/05/2022;41.11927;16.85173;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;12:15:00;12:30:00
18/05/2022;41.12034;16.87968;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;13:55:00;14:00:00
18/05/2022;41.10967;16.89446;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:55:00;15:05:00
18/05/2022;41.09866;16.85415;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:05:00;15:10:00
18/05/2022;41.12199;16.8643;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
18/05/2022;41.12032;16.87968;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;00:00:00;00:00:00
18/05/2022;41.09319;16.8704;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:10:00;17:20:00
18/05/2022;41.10003566;16.85646703;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:30:00;19:40:00
19/05/2022;41.15024;16.77058;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;08:55:00;09:10:00
19/05/2022;41.08001;16.86982;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;14:15:00;14:25:00
19/05/2022;41.09802;16.88147;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;15:30:00;15:45:00
19/05/2022;41.09626;16.89977;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:25:00;16:28:00
19/05/2022;41.10709;16.87398;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;17:00:00;17:10:00
19/05/2022;41.12293;16.7968;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:20:00;17:40:00
19/05/2022;41.1129302;16.8706793;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;18:40:00;18:50:00
19/05/2022;41.0967058;16.8676296;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:10:00;20:25:00
19/05/2022;41.11714;16.87187;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;22:10:00;22:20:00
19/05/2022;41.10704;16.89721;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;21:40:00;21:50:00
19/05/2022;41.12589;16.87244;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;00:00:00;00:00:00
20/05/2022;41.11241;16.89389;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:15:00;08:25:00
20/05/2022;41.13195;16.84272;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;08:40:00;08:50:00
20/05/2022;41.09745;16.85426;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:20:00;15:30:00
20/05/2022;41.11394;16.86539;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:10:00;16:25:00
20/05/2022;41.13268;16.82362;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;17:25:00;17:45:00
20/05/2022;41.11945;16.86244;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:15:00;17:25:00
20/05/2022;41.13397;16.78871;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;00:00:00;00:00:00
20/05/2022;41.10615;16.86301;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;17:55:00;18:05:00
20/05/2022;41.09396;16.95871;Sì;Strada urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:10:00;18:20:00
20/05/2022;41.11696925;16.86907832;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:45:00;19:55:00
21/05/2022;;;No;;;;;;;No;;00:40:00;00:50:00
21/05/2022;41.1379818;16.8109654;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;00:40:00;00:50:00
21/05/2022;41.08543382;16.99792882;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:00:00;10:10:00
21/05/2022;41.15554;16.7704;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:15:00;14:22:00
21/05/2022;41.09578388;16.87759028;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:55:00;21:10:00
22/05/2022;41.12209;16.85208;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;03:30:00;03:40:00
22/05/2022;41.0940078;16.9580837;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;12:48:00;13:00:00
22/05/2022;41.11537;16.89238;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;17:00:00;17:15:00
23/05/2022;41.11693;16.8685;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;10:00:00;10:05:00
23/05/2022;41.12844;16.86258;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:15:00;12:30:00
23/05/2022;41.12232;16.87366;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:30:00;13:45:00
23/05/2022;41.12059;16.86906;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:20:00;14:30:00
23/05/2022;41.16282;16.75003;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;18:30:00;19:45:00
