Data incidente;lat;lon;Centro abitato;Tipo di strada;Caratteristiche della strada;Stato fondo stradale;Tipo pavimentazione;Condizioni meteo;Condizioni traffico;Danni a cose;Incidente con lesioni;Pattuglia inviata ore;Pattuglia sul posto ore
24/07/2022;41.10153;16.85934;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;09:20:00;09:25:00
24/07/2022;41.15395;16.76488;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;12:15:00;12:30:00
24/07/2022;41.10152;16.94785;Sì;Strada urbana;Rettilineo;Asciutto;Sterrata;Sereno;Scarso;No;No;16:00:00;16:10:00
25/07/2022;41.1239978;16.8687203;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;No;06:20:00;06:35:00
25/07/2022;41.10424;16.87737;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:20:00;10:40:00
25/07/2022;41.13558;16.83332;Sì;Strada urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;11:40:00;11:50:00
25/07/2022;41.10728;16.86522;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;12:20:00;12:30:00
25/07/2022;41.12515;16.84789;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;00:00:00;00:00:00
25/07/2022;41.1251;16.85038;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;15:20:00;15:30:00
25/07/2022;41.0890813;16.9932011;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;17:30:00;17:45:00
25/07/2022;41.12042;16.86582;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:17:00;18:30:00
25/07/2022;41.11158;16.86397;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:10:00;18:20:00
25/07/2022;41.12582;16.78907;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:20:00;19:35:00
25/07/2022;41.1384345;16.8095189;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;22:10:00;22:30:00
25/07/2022;41.09851;16.91445;Sì;Strada urbana;Rotatoria;Sdrucciolevole (pietrisco);Asfaltata;Sereno;Scarso;Sì;No;22:40:00;22:50:00
25/07/2022;41.11827;16.87187;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;23:55:00;00:00:00
25/07/2022;41.12708;16.8694;Sì;Strada urbana;Rettilineo;Asciutto;Lastricata;Sereno;Scarso;No;Sì;00:20:00;00:35:00
26/07/2022;41.10437;16.82066;No;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Intenso;No;No;08:50:00;09:00:00
26/07/2022;41.08672;16.86532;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:40:00;09:50:00
26/07/2022;41.1081459;16.6955926;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;09:50:00;10:05:00
26/07/2022;41.09324;16.87231;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:55:00;12:00:00
26/07/2022;41.12157;16.87244;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:10:00;11:15:00
26/07/2022;41.12342;16.80226;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;17:05:00;17:10:00
26/07/2022;41.1032941;16.8496101;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:30:00;00:00:00
26/07/2022;41.116;16.90471;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:40:00;19:50:00
27/07/2022;41.12568939;16.87106924;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:25:00;08:40:00
27/07/2022;41.11202;16.9011;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:05:00;09:15:00
27/07/2022;41.13068;16.83779;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;11:20:00;11:35:00
27/07/2022;41.13148;16.84413;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:10:00;12:15:00
27/07/2022;41.13751;16.7652;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;No;No;12:25:00;12:30:00
27/07/2022;41.1092577;16.864247;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;16:00:00;16:15:00
27/07/2022;41.11325;16.89837;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:58:00;16:10:00
27/07/2022;41.12174;16.87607;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:15:00;19:25:00
27/07/2022;41.10548;16.91961;Sì;Strada urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;No;Sì;20:30:00;20:45:00
28/07/2022;41.12316;16.87213;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:02:00;03:10:00
28/07/2022;41.1086186;16.8244167;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;07:15:00;07:25:00
28/07/2022;41.12597;16.86762;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;09:10:00;09:15:00
28/07/2022;41.06562;16.86654;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;10:05:00;10:10:00
28/07/2022;41.11514;16.87877;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:15:00;11:20:00
28/07/2022;41.10361;16.8824;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:20:00;12:30:00
28/07/2022;41.08685898;16.86917725;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:15:00;13:25:00
28/07/2022;41.1121192;16.8721627;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;14:20:00;14:30:00
28/07/2022;41.16316;16.74706;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:45:00;17:00:00
28/07/2022;41.11936;16.86017;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:30:00;17:45:00
28/07/2022;41.12549285;16.87203373;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:40:00;17:55:00
28/07/2022;41.12595;16.86686;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;00:00:00;00:00:00
28/07/2022;41.10615;16.875;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;20:10:00;20:20:00
28/07/2022;41.08761031;16.88464023;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:15:00;21:25:00
28/07/2022;41.0945;16.85461;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:20:00;21:35:00
29/07/2022;41.11669;16.87311;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:20:00;10:25:00
29/07/2022;41.12033;16.88585;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:05:00;11:20:00
29/07/2022;41.1140136;16.8663917;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;18:40:00;18:55:00
29/07/2022;41.12464;16.82511;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;22:10:00;22:20:00
29/07/2022;41.1669;16.74657;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;23:25:00;23:40:00
30/07/2022;41.11596876;16.9006722;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;02:55:00;03:05:00
30/07/2022;41.1196949;16.8707439;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;11:45:00;11:55:00
30/07/2022;;;No;;;;;;;No;;;
30/07/2022;41.12785;16.85106;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;14:15:00;14:30:00
30/07/2022;41.15198;16.77078;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;15:15:00;15:30:00
30/07/2022;41.12828;16.86038;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:20:00;16:30:00
30/07/2022;41.1007;16.87987;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;18:08:00;18:15:00
30/07/2022;41.0979;16.85559;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;18:35:00;18:50:00
30/07/2022;41.10742;16.88523;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;23:00:00;23:10:00
31/07/2022;41.10719;16.87111;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;10:55:00;11:10:00
31/07/2022;41.12293;16.85453;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:04:00;12:14:00
31/07/2022;41.1197224;16.8541271;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:05:00;14:20:00
31/07/2022;41.10869;16.87703;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:50:00;17:00:00
31/07/2022;41.14857;16.78474;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:18:00;17:25:00
31/07/2022;41.07422204;16.90320587;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:30:00;21:40:00
01/08/2022;41.129136;16.8518281;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;00:30:00;00:45:00
01/08/2022;41.10537;16.86734;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;10:30:00;10:35:00
01/08/2022;41.1128876;16.8715888;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;20:00:00;20:15:00
01/08/2022;41.12828;16.83779;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:15:00;19:30:00
02/08/2022;41.09356469;16.85437452;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;10:40:00;10:50:00
02/08/2022;41.12514;16.84808;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;No;No;14:25:00;14:35:00
02/08/2022;41.11594;16.9007;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;17:05:00;00:17:00
02/08/2022;41.11596;16.86453;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:20:00;17:26:00
02/08/2022;41.1519836;16.7707799;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;20:30:00;20:44:00
03/08/2022;41.08378009;17,00840423;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:45:00;00:55:00
03/08/2022;41.10747793;16.89900344;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;09:10:00;09:20:00
03/08/2022;41.08761;17,00109;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;Sì;No;10:12:00;10:15:00
03/08/2022;41.08964;16.8677;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;11:40:00;11:50:00
03/08/2022;41.15031;16.76503;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:55:00;12:00:00
03/08/2022;41.1124767;16.876714;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;14:10:00;14:20:00
03/08/2022;41.11689;16.89517;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:50:00;15:00:00
03/08/2022;41.10087;16.87151;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;15:30:00;15:40:00
03/08/2022;41.12089375;16.86110786;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;16:25:00;16:35:00
03/08/2022;41.15686;16.76654;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;17:12:00;17:20:00
04/08/2022;41.12150208;16.8611799;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:40:00;00:55:00
04/08/2022;41.12231;16.86321;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;01:35:00;01:45:00
04/08/2022;41.1024;16.85712;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;02:35:00;02:40:00
04/08/2022;41.10049859;16.87139598;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:30:00;03:40:00
04/08/2022;41.15198;16.77078;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;06:20:00;06:35:00
04/08/2022;41.12723;16.85171;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;09:05:00;09:30:00
04/08/2022;41.13408;16.84454;Sì;Strada urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Normale;No;Sì;12:50:00;13:00:00
04/08/2022;41.09704;16.82824;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;14:50:00;14:55:00
04/08/2022;41.10665;16.87363;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;00:00:00;00:00:00
04/08/2022;41.12219;16.79396;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:20:00;19:30:00
04/08/2022;41.13259;16.84754;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;No;19:35:00;19:45:00
05/08/2022;41.11364;16.88005;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:00:00;09:15:00
05/08/2022;41.12225;16.87965;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;11:40:00;11:45:00
05/08/2022;41.07581;16.8739;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:45:00;11:50:00
05/08/2022;41.13246;16.86874;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:10:00;13:15:00
05/08/2022;41.12005;16.8601;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;14:15:00;14:30:00
05/08/2022;41.11821;16.86156;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:15:00;15:25:00
05/08/2022;41.11468;16.8888;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;16:40:00;16:50:00
05/08/2022;41.11505;16.88764;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;No;17:15:00;17:25:00
05/08/2022;41.09858;16.90774;No;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;00:00:00;00:00:00
05/08/2022;41.13497;16.8155;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;19:40:00;19:43:00
05/08/2022;41.11808;16.89005;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;21:10:00;21:20:00
05/08/2022;41.1517806;16.7766896;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:50:00;22:05:00
06/08/2022;41.11730026;16.87316557;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;04:00:00;04:07:00
06/08/2022;41.1188062;16.8806007;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:20:00;08:35:00
06/08/2022;41.09324582;16.85970375;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:25:00;11:40:00
06/08/2022;41.1201773;16.8735276;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:50:00;16:00:00
06/08/2022;41.12096;16.8707;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;18:40:00;18:50:00
06/08/2022;41.12185;16.85505;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;19:35:00;19:45:00
06/08/2022;41.11531;16.8731;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;Sì;No;22:40:00;23:00:00
06/08/2022;41.11606;16.89885;Sì;Strada urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;23:45:00;23:55:00
06/08/2022;;;No;;;;;;;No;;;
07/08/2022;41.13231;16.83186;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;02:30:00;02:40:00
07/08/2022;41.15358;16.76477;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;03:00:00;03:15:00
07/08/2022;41.13656;16.77573;No;Altra strada;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;13:10:00;13:20:00
07/08/2022;41.12118;16.88295;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:05:00;12:15:00
07/08/2022;41.13735;16.82438;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:05:00;15:15:00
07/08/2022;41.11649;16.87882;Sì;Strada urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;No;No;20:10:00;20:15:00
08/08/2022;41.1315107;16.8347208;Sì;Strada urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:30:00;00:45:00
08/08/2022;41.114;16.8808;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;12:20:00;12:30:00
08/08/2022;41.10931;16.81968;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;13:55:00;14:00:00
08/08/2022;41.12067;16.7865;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;17:40:00;17:45:00
08/08/2022;41.12405;16.81402;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;19:10:00;19:20:00
08/08/2022;41.10248;16.86492;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;21:30:00;21:40:00
09/08/2022;41.10724666;16.87767334;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:50:00;09:00:00
09/08/2022;41.06541;16.86816;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:55:00;13:00:00
09/08/2022;41.11837;16.89065;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;17:45:00;18:00:00
09/08/2022;41.1241781;16.8736014;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;23:00:00;23:10:00
09/08/2022;41.06834;16.86548;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;No;Sì;23:03:00;23:10:00
10/08/2022;41.09668956;16.85499652;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;01:40:00;01:50:00
10/08/2022;41.15022;16.77052;No;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;04:00:00;04:15:00
10/08/2022;41.10831;16.82332;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;08:20:00;08:30:00
10/08/2022;41.09552;16.94412;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;08:55:00;09:05:00
10/08/2022;41.09968;16.88566;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;09:40:00;09:50:00
10/08/2022;41.09127;16.84887;Sì;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;No;16:40:00;16:50:00
10/08/2022;41.12039;16.87843;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:25:00;19:30:00
10/08/2022;41.09709;16.83563;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;No;20:00:00;20:15:00
10/08/2022;41.12657;16.77926;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;21:15:00;21:35:00
10/08/2022;41.13171;16.80231;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;23:00:00;23:15:00
11/08/2022;41.10488;16.85382;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;No;00:15:00;00:25:00
11/08/2022;41.1026;16.90868;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;00:55:00;01:05:00
11/08/2022;41.12555;16.87234;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;01:00:00;01:15:00
11/08/2022;41.11654;16.86271;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;08:05:00;08:09:00
11/08/2022;41.16445;16.74184;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;10:15:00;10:25:00
11/08/2022;41.12174;16.85197;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;11:25:00;11:35:00
11/08/2022;41.11702288;16.85312875;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;Sì;No;13:20:00;13:30:00
11/08/2022;41.13779;16.80702;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;12:25:00;12:35:00
11/08/2022;41.15377;16.77209;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;12:59:00;13:05:00
11/08/2022;41.12866;16.86415;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;15:40:00;16:00:00
11/08/2022;41.13888;16.81429;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;18:20:00;18:30:00
11/08/2022;41.12001399;16.87206794;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;19:40:00;19:50:00
12/08/2022;41.09691102;16.94128658;Sì;Strada urbana;Cavalcavia;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;07:55:00;08:05:00
12/08/2022;41.1071;16.87177;Sì;Provinciale entro l'abitato;Passaggio a livello (custodito);Asciutto;Asfaltata;Nevicata in atto;Scarso;Sì;No;00:00:00;00:00:00
12/08/2022;41.09402;16.88345;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;No;10:15:00;10:32:00
12/08/2022;41.15307;16.76788;Sì;Strada urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;No;11:30:00;11:36:00
12/08/2022;41.11854;16.79352;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;15:00:00;15:25:00
13/08/2022;41.11428435;16.84837741;Sì;Strada urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;No;Sì;00:20:00;00:30:00
13/08/2022;41.12616;16.87097;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;Sì;01:30:00;01:35:00
13/08/2022;41.12161502;16.87893034;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;No;Sì;04:20:00;04:30:00
13/08/2022;41.11078;16.8736;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;06:05:00;06:10:00
13/08/2022;41.09172;16.8929;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;Sì;Sì;10:35:00;10:53:00
13/08/2022;41.13071;16.83794;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;Sì;11:30:00;11:45:00
13/08/2022;41.09816581;16.90628533;No;Statale;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;No;Sì;18:20:00;18:35:00
13/08/2022;41.11023;16.93015;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;No;Sì;00:00:00;00:00:00
14/08/2022;41.13034;16.84054;Sì;Strada urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;No;No;04:25:00;04:48:00
14/08/2022;41.11132;16.86817;Sì;Strada urbana;Incrocio;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;No;Sì;13:20:00;13:40:00
14/08/2022;41.13751;16.7652;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:40:00;16:45:00
14/08/2022;41.08004;16.94233;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;No;No;17:55:00;18:05:00
14/08/2022;41.10037;16.88874;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;No;No;18:10:00;18:15:00
15/08/2022;41.15149;16.7341;Sì;Strada urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;Sì;Sì;03:19:00;03:25:00
15/08/2022;41.15996;16.77211;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;No;No;16:50:00;17:10:00
16/08/2022;41.12362;16.86244;Sì;Strada urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Scarso;No;No;07:00:00;07:10:00
16/08/2022;41.12;16.87421;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;08:00:00;08:10:00
16/08/2022;41.09078;16.97058;No;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;No;Sì;19:20:00;19:40:00
17/08/2022;41.1125;16.87365;Sì;Strada urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;No;No;07:45:00;08:00:00
17/08/2022;41.13046;16.83959;Sì;Strada urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;No;Sì;09:25:00;09:40:00
